id,name,description
5437,Overgrowth,"Summons an overgrowth of vines and branches around Treant that deal damage to afflicted enemies and prevent them from moving, blinking, going invisible, or attacking."
5438,Fireblast,"Blasts an enemy unit with a wave of fire, dealing damage and stunning the target."
5439,Ignite,"Drenches the target and another random unit in volatile chemicals, causing it to burst into flames. The target is in immense pain, taking damage and moving more slowly."
5440,Bloodlust,"Incites a frenzy in a friendly unit, increasing its movement speed and attack speed. Gives bonus attacks speed if cast on Ogre himself. Can be cast on towers."
5466,Unrefined Fireblast,"Blasts an enemy unit with a wave of fire, dealing damage and stunning the target. Its mana cost is %scepter_mana%%% of Ogre Magi's current mana."
648,Fire Shield,"Creates a shield around the target ally, absorbing 85%% of the damage of next %attacks% attacks. Launches fireballs at the attacker, dealing %damage% damage.<br><br>Lasts %duration% seconds."
5441,Multicast,Enables Ogre Magi to cast his abilities and items multiple times with each use.
5442,Decay,"Undying steals strength from all enemy heroes in an area, dealing base damage as he claims the enemy's strength for himself."
5443,Soul Rip,"Undying rips health away from all nearby units and uses it to heal an ally, or damage an enemy. Soul Rip can also be used to heal Tombstone."
5444,Tombstone,"Summons a tombstone at the target point.  Zombies will frequently spawn next to every enemy unit in the area around the Tombstone, and attack them.  Zombies have the Deathlust ability, which causes their attacks to slow the target, and if the target reaches below a certain amount of health, increases the attack and movement speed of the zombie."
5447,Flesh Golem,Undying transforms into a horrifying flesh golem. Gains a percentage increase to strength and imbues attacks with a slow and damage amplification.
5448,Telekinesis,Rubick uses his telekinetic powers to lift the enemy into the air briefly and then hurls them back at the ground. The unit lands on the ground with such force that it stuns nearby enemies.
5450,Fade Bolt,"Rubick creates a powerful stream of arcane energy that travels between enemy units, dealing damage and reducing their attack damage. Each jump deals less damage."
7320,Arcane Supremacy,Rubick's mastery of the arcane allows him to have a larger cast range and increased potency.
5452,Spell Steal,"Rubick studies the trace magical essence of one enemy hero, learning the secrets of the last spell the hero cast. Rubick can use this spell as his own for several minutes or until he dies, and stolen spells last longer on enemies."
5458,Thunder Strike,Repeatedly strikes the targeted unit with lightning.  Each strike damages nearby enemy units in a small radius and slows enemy movement and attack speed by %slow_amount%%% for %slow_duration% seconds.  Provides vision of its target.
5459,Glimpse,Teleports the target hero back to where it was 4 seconds ago.  Instantly kills illusions.
5460,Kinetic Field,"After a short formation time, creates a circular barrier of kinetic energy that enemies can't pass."
5461,Static Storm,"Creates a damaging static storm that also silences all enemy units in the area for the duration.  The damage starts off weak, but increases in power over the duration."
5462,Impale,"Rock spikes burst from the earth along a straight path. Enemy units are hurled into the air, then are stunned and take damage when they fall."
5463,Mana Burn,"Destroys the target hero's mana equal to a multiplier of its Intelligence, and deals damage equal to the mana burned."
5464,Spiked Carapace,"When activated while above ground, Spiked Carapace reflects and negates damage dealt to Nyx Assassin (max once from each source), as well as stunning the source of the damage. Activating Spiked Carapace will not break Vendetta invisibility.

While Burrowed, Spiked Carapace instantly stuns nearby enemies when cast."
5666,Burrow,"Nyx Assassin buries himself beneath the battlefield over a short duration. Once burrowed, Spiked Carapace instantly stuns nearby enemies when cast, the range of Mana Burn and Impale is increased, and Impale's cooldown is decreased. While burrowed, Nyx Assassin is stationary, unable to attack, and invisible. Nyx gains damage reduction from all damage sources."
5465,Vendetta,"Allows Nyx Assassin to become invisible and gain a speed bonus.  If Nyx Assassin attacks to break the invisibility, massive bonus damage is dealt with the attack. "
5467,Mirror Image,"Creates multiple images of Naga Siren under her control.

DISPEL TYPE: Basic Dispel"
5468,Ensnare,"Interrupts the target and traps them in place, preventing movement or blinking."
5469,Rip Tide,The Naga Siren and her images have a chance on attack to hit all nearby units with a damaging wave of water that lowers armor for %duration% seconds.
5470,Song of the Siren,All enemies in range of the Naga Siren are put into a magical stasis where they cannot act or be attacked. Using Song of the Siren again will end the duration early.
5471,Illuminate,"Channels light energy, building power the longer it's channeled.  Once released, a wave is sent forth that deals damage and gives vision in its path.  The longer it is channeled, the more damage is dealt."
532,Solar Bind,"Weakens an enemy's magical resistance, and applies a slow that increases in strength the more the target moves."
5473,Chakra Magic,Restores mana to the target unit and reduces cooldowns of all abilities currently on cooldown by a fixed amount.
5476,Blinding Light,"A blinding light flashes over the targeted area, knocking back and blinding the units in the area, causing them to miss some attacks. Knockback is %knockback_distance% range over %knockback_duration% seconds,"
7316,Will-O-Wisp,"Summons Ignis Fatuus at the targeted area. Alternates on and off, drawing enemies closer with its mesmerising flicker."
5474,Spirit Form,"Ezalor temporarily turns his body luminescent, gaining bonus movement speed, cast range, grants the Blinding Light ability, and allows Illuminate to be channeled by a separate spirit and heal allies."
5479,Illuminate,"Channels light energy, building power the longer it's channeled.  Once released, a wave is sent forth that deals damage and gives vision in its path.  The longer it is channeled, the more damage is dealt."
5475,Recall,"After a short delay, teleports the targeted friendly hero to your location.  If the targeted friendly hero takes player based damage during this time, the ability is interrupted."
5485,Tether,"Tethers Io to an allied unit, granting bonus movement speed to both. When Io restores health or mana, tethered units target gains a larger portion of that amount. The tether breaks when the allied unit moves too far away, or Io cancels the tether."
5486,Spirits,"Summon five particle spirits that dance in a circle around Io. If a particle collides with an enemy hero, it explodes, damaging all enemy units in an area around it.  Creeps take minor damage from touching a particle spirit, but do not cause them to explode.  When its duration ends, any remaining Spirits explode."
5487,Overcharge,"Io gains bonus attack speed, spell amplification, and HP Regen based on max health.  If Io is Tethered to an ally, that unit also gains the bonuses."
5490,Spirits Movement,Sends the spirits closer to you. Can be toggled on and off.
5493,Spirits Out,Sends the spirits farther away from you. Can be toggled on and off.
5488,Relocate,Teleports Io and any tethered ally to any location. After the spell expires Io and any tethered ally will return to their original location. Double-click to teleport to your team's base fountain.
5480,Grave Chill,"Visage drains the movement and attack speed of the targeted unit, gaining it for itself and nearby familiars."
5481,Soul Assumption,"Visage gathers charges of soul essence each time nearby heroes take more than %damage_limit% damage. When the essence is released, it deals base damage as well as damage for each gathered soul charge."
5482,Gravekeeper's Cloak,"Visage generates a layered barrier that protects him from damage.  If he receives damage from a player, one layer is removed, and takes time to recover."
683,Silent as the Grave,"Turns Visage and familiars invisible, granting Visage 20%% movement speed and upgrading its movement type to flying. When Visage or its familiars leave invisibility they deal %bonus_damage%%% more damage for %bonus_duration% seconds. Lasts %invis_duration% seconds. Invisibility ends when attacking or casting."
5483,Summon Familiars,"Conjures two blind Familiars to fight for Visage.  Familiars possess the Stone Form ability, that allows them to turn into stone, stunning enemies upon landing.  While in Stone Form, Familiars are invulnerable, and rapidly regenerate their health.  Familiars grant high bounty when killed."
5494,Dark Pact,"After a short delay, Slark sacrifices some of his life blood, purging most negative debuffs and dealing damage to enemy units around him and to himself.  Slark only takes 30% of the damage.

DISPEL TYPE: Strong Dispel"
5495,Pounce,"Slark leaps forward, grabbing the first hero he connects with.  That unit is leashed, and can only move a limited distance away from Slark's landing position."
5496,Essence Shift,"Slark steals the life essence of enemy heroes with his attacks, draining each of their attributes and converting them to bonus Agility. If Slark kills an affected enemy hero, he permanently steals %stat_loss% Agility."
729,Depth Shroud,Creates a 300 AoE cloud at the target location for %duration% seconds. All allies inside the radius are hidden and affected by Shadow Dance. Cast Range: 800. Cooldown: 75
5497,Shadow Dance,"When used, Slark hides himself in a cloud of shadows, becoming immune to detection. Attacking, casting spells, and using items will not reveal Slark.  Passively, when not visible to the enemy team, Slark gains bonus movement speed and health regeneration."
5504,Split Shot,"Medusa magically splits her shot into several arrows. These arrows deal a lower percent of her normal damage.

The extra targets will not receive other attack effects (such as critical strike)."
5505,Mystic Snake,"A mystic snake made of energy jumps from target to target dealing damage. After it reaches its last target, it returns to Medusa to replenish her with mana. The snake deals more damage per jump and returns %snake_mana_steal%%% mana based on the targets' total mana."
5506,Mana Shield,Creates a shield that absorbs %absorption_pct%%% of incoming damage in exchange for Medusa's mana. Provides bonus mana capacity.
701,Cold Blooded,"When Medusa is targeted with a spell, a single-target Mystic Snake is sent back towards the enemy. Cooldown: 12."
5507,Stone Gaze,"Any enemy units looking at Medusa will have their movement and attack speed slowed.  If %face_duration% seconds of total time is accumulated looking at Medusa while Stone Gaze is active, that unit will turn to stone.  Petrified units are stunned, and take bonus physical damage."
5508,Berserker's Rage,"While active, Troll Warlord swaps from using ranged to melee attacks. Melee attacks have a chance to ensnare, preventing the target from moving or using mobility spells. Berserker's Rage also grants additional movement speed, armor, and decreases base attack time.

Whirling Axes has different functionality while Berserker's Rage is active."
5509,Whirling Axes (Ranged),"Troll hurls a fistful of five axes in a cone shape over %axe_range% range, slowing and damaging enemy units."
5510,Whirling Axes (Melee),"Troll hurls two axes around him in a close range area of effect, damaging enemy units and causing them to miss some attacks."
5511,Fervor,"With each continuous blow on the same target, Troll gains increased attack speed.  If Troll changes targets, the stacks drop to zero."
728,Rampage,Global active. Grants all allied heroes %attack_speed% Attack Speed or %status_resistance%%% Status Resistance for %duration% seconds based on whichever stance Troll is currently in. Ranged provides attack speed and melee provides status resistance.
5512,Battle Trance,"Troll unleashes a powerful battle trance, that forces you to continuously attack the closest enemy unit within %range% range, prioritizing heroes. Damage does not kill you during this mode. Grants you bonus lifesteal, attack speed and movement speed. Applies a Basic Dispel."
5514,Hoof Stomp,"Slams the ground, stunning and damaging nearby enemy units."
5515,Double Edge,"Centaur strikes a mighty blow at melee range, damaging both himself and a small area around the target. Deals extra damage based on your strength. Centaur cannot die from Double Edge."
5516,Retaliate,"Centaur counters all attacks, dealing damage back to the attacker. Returns a fixed amount plus a percentage of your strength. Deals half damage to towers."
5517,Stampede,Centaur leads all allies into a vicious charge causing them to move through units at max speed and stop any enemy units they trample. Trampled enemies take damage based on Centaur Warrunner's strength. Each enemy can be trampled once.
5518,Shockwave,"Magnus sends out a wave of force, damaging enemy units in a line, pulling them towards him and slowing them for a brief period."
5519,Empower,Gives an allied unit bonus damage and cleave on attack. Magnus receives %self_multiplier%%% larger bonus.
5520,Skewer,"Magnus rushes forward, goring enemy units on his massive tusk. Heroes hit on the way will be dragged to the destination, then damaged and affected by slowed movement and attack speed."
649,Horn Toss,"Magnus tosses any enemies in front of him, launching them to his rear. Enemies spend %air_duration% seconds in the air, then take %damage% damage and are heavily slowed for %slow_duration% seconds upon landing."
5521,Reverse Polarity,"Magnus changes properties of matter, sucking all nearby enemies in front of him and stunning them with a powerful slam and dealing damage."
5524,Whirling Death,"Timbersaw whirls extremely sharp edges, damaging enemies and destroying trees around him in an area.  If an enemy hero is affected, it loses some of its primary attribute for a short duration.  Whirling Death will deal bonus damage per tree destroyed."
5525,Timber Chain,"Timbersaw fires a chain that embeds itself in the first tree it hits, pulling him towards it.  Any enemy in the path takes damage."
5526,Reactive Armor,"Each time Timbersaw is attacked, he gains increased health regen and armor."
5645,Second Chakram,"Fires a secondary saw blade at the target location where it will spin in place, dealing damage in an area around it.  Additionally, for each 5% of health missing, enemies caught in the saw blade move more slowly. The blade deals damage and cuts down trees in its path when fired and retracted.  While active the ability costs mana, and Timbersaw loses the ability to attack."
651,Flamethrower,Releases a %width% width flame that extends %length% range in the direction Timbersaw is facing. Applies a debuff that deals %damage_per_second% damage per second and slows by 30%%. Affects buildings for 40%% damage. Lasts %duration% seconds. Debuff lingers for 2 seconds.
5527,Chakram,"Fires Timbersaw's main saw blade at the target location where it will spin in place, dealing damage in an area around it.  Enemies caught in the saw blade will move more slowly for every %slow_health_percentage%%% of health missing. The blade deals damage and cuts down trees in its path when fired and retracted.  While active the ability costs mana, and Timbersaw loses the ability to attack."
5548,Viscous Nasal Goo,"Covers a target in snot, causing it to have reduced armor and movement speed.  Multiple casts stack and refresh the duration."
5549,Quill Spray,Sprays enemy units with quills dealing damage in an area of effect around Bristleback.  Deals bonus damage for every time a unit was hit by Quill Spray in the last %quill_stack_duration% seconds.
5550,Bristleback,"Bristleback takes less damage if hit on the sides or rear.  If Bristleback takes %quill_release_threshold% damage from the rear, he releases a Quill Spray of the current level."
643,Hairball,"Coughs a quill-packed hairball towards the target location. Erupts at the location, hitting enemies in a 700 radius with Goo and 2 Quills."
5551,Warpath,"Bristleback works himself up into a fury every time he casts a spell, increasing his movement speed and damage."
5565,Ice Shards,"Tusk compresses shards of ice into a ball of frozen energy that damages all enemies it comes in contact with. When the ball reaches its target destination the shards are released, creating a barrier that lasts for %shard_duration% seconds."
5566,Snowball,"Tusk begins rolling into a snowball. Allies within a %snowball_grab_radius% radius can also be added to the snowball by right-clicking on them, even while the snowball is moving. Once launched, any enemies caught in the snowball's path will be stunned and take damage. Each allied Hero in the snowball will add to its damage."
7322,Tag Team,"Temporarily applies a negative debuff aura around you, causing enemies that are attacked under it to take bonus physical damage and reduced movement speed. Lasts %debuff_duration% seconds."
5672,Walrus Kick,"Kicks the closest enemy unit in a targeted direction, stunning and damaging them."
5567,Frozen Sigil,Summons a flying Sigil that slows movement speed by -40% for enemies within 650 radius. Lasts 25 seconds. Cooldown: 30
5568,Walrus PUNCH!,"Tusk connects with his mighty Walrus Punch, a critical strike so powerful it launches its victim into the air. The victim is slowed upon landing."
5581,Arcane Bolt,"Skywrath Mage launches a slow-moving bolt of arcane magic, dealing damage to an enemy unit based on Skywrath Mage's intelligence."
5582,Concussive Shot,"Skywrath Mage sets off a long range shot that hits the closest hero within a long range.  Upon impact, it deals damage and slows in an area of effect."
5583,Ancient Seal,"Skywrath Mage seals the targeted unit with an ancient rune, silencing it and causing it to take additional damage from spells."
5584,Mystic Flare,Skywrath Mage uses his ultimate magical ability to conjure a precise and violent mystical field that lays waste to his adversaries. Deals massive damage distributed evenly among any Heroes in the area over %duration% seconds.
5585,Mist Coil,Abaddon releases a coil of deathly mist that can damage an enemy unit or heal a friendly unit at the cost of some of Abaddon's health.
5586,Aphotic Shield,"Summons dark energies around an ally unit, creating a shield that absorbs a set amount of damage before expiring. When the shield is destroyed it will burst and deal damage equal to the amount it could absorb to an area around it. Removes certain types of negative buffs and stuns on cast.

DISPEL TYPE: Strong Dispel"
5587,Curse of Avernus,"Abaddon strikes an enemy, slowing the target's movement speed. If the target gets hit %hit_count% times, they become affected by a chilling curse causing them to be silenced and slowed, and all attacks against them gain an attack speed boost."
5588,Borrowed Time,"When activated, all damage dealt to you will heal instead of harm. Most negative buffs will also be removed. If the ability is not on cooldown, it will automatically activate if your health falls below %hp_threshold%.

DISPEL TYPE: Strong Dispel"
5589,Echo Stomp,"Elder Titan and his Astral Spirit both stomp the ground, damaging and knocking nearby enemy units unconscious around their locations.  The Elder Titan stomp deals physical damage, while the Spirit stomp deals magical damage."
5591,Astral Spirit,"Elder Titan sends forth his Astral Spirit, damaging any units it passes through.  When the spirit rejoins the Titan, it grants bonus damage and movement speed for each unit it passed through.

The Astral Spirit can be controlled and possesses the Echo Stomp, Return Spirit, and Natural Order abilities."
5593,Natural Order,"Reduces all elements to their basic levels, removing base armor and magic damage resistance from nearby enemy units. The armor reduction is centered around the hero, while the magic armor reduction is centered around Astral Spirit."
5594,Earth Splitter,"Sends forth a jagged crack in front of Elder Titan. After 3 seconds, the crack implodes, slowing movement while dealing damage to each enemy based on their maximum life. Half of the damage dealt is Magical damage, while the other half is Physical damage."
5595,Overwhelming Odds,"Turns the enemies' numbers against them, dealing damage and granting you bonus movement speed per unit or per hero.  Deals bonus damage to illusions and summoned units as a percent of their current health."
5596,Press The Attack,"Removes debuffs and disables from the target friendly unit, and grants bonus attack speed and health regen for a short time.

DISPEL TYPE: Strong Dispel"
5597,Moment of Courage,"When attacked, Legion Commander has a chance to immediately counterattack with bonus lifesteal."
5598,Duel,"Legion Commander and the target enemy hero are forced to attack each other for a short duration.  Neither hero can use items or abilities.  If either hero dies during the duration, the hero winning the Duel gains permanent bonus damage."
5599,Proximity Mines,"Plant an invisible mine that cannot be detected by True Sight, but is visible if an enemy is within the active %radius% AoE of the mine. Mines detonate if an enemy is standing within the active AoE for %proximity_threshold% seconds. The explosion deals full damage in the blast radius, and deals %building_damage_pct%%% damage to buildings."
5600,Stasis Trap,Plant an invisible trap that roots nearby enemy units instantly when triggered.
5601,Blast Off!,"Techies hurtle themselves into the enemy's midst, detonating charges upon impact which deal massive area of effect damage and silence enemies. Upon landing, the assault deals Techies damage equal to 50% of their max health."
5635,Focused Detonate,Detonate all remote mines in the target area.
5644,Minefield Sign,Plant a warning sign to remind enemies to step lightly. Only one sign can exist at a time. Lasts %lifetime% seconds.
5602,Remote Mines,Plant an invisible explosive that will only detonate after a brief delay when triggered.  Does not damage buildings.
5603,Searing Chains,"Ember Spirit unleashes fiery bolas that wrap around nearby enemies, anchoring them in place and dealing damage each second."
5604,Sleight of Fist,"Ember Spirit dashes around with blazing speed, attacking all enemies in the targeted area of effect, then returning to his start location.  Deals bonus damage to heroes, and less damage to creeps."
5605,Flame Guard,"Ember Spirit surrounds himself with a ring of fire that consumes incoming magic damage, leaving him unharmed.  Flame Guard deals damage per second in an area around Ember Spirit while Flame Guard is active.  If the shield is broken, the damage is also lost."
5607,Activate Fire Remnant,Select the Fire Remnant to arrive at.
5606,Fire Remnant,"Ember Spirit generates Fire Remnant charges every %charge_restore_time% seconds, with a max of %max_charges% charges. Releasing a charge sends a Fire Remnant that runs to the target location at %speed_multiplier%%% Ember Spirit's speed.  Using Activate Fire Remnant, Ember Spirit can dash out to his Remnants, dealing damage along the way and exploding them upon arrival.  The targeted Remnant will be arrived at last."
5608,Boulder Smash,"Earth Spirit smashes the target enemy or ally, sending them in the direction he is facing. If Earth Spirit targets an area, he will smash the nearest Stone Remnant in a %remnant_smash_radius_tooltip% radius. The travelling unit or Remnant damages all enemy units it hits.  If an enemy is hit by a Stone Remnant, they are also slowed. Stone Remnants travel further than other units."
5609,Rolling Boulder,"Earth Spirit gathers himself into a boulder and, after a %delay%s delay, rolls toward the target location, damaging and stunning enemy units. He will stop if he collides with an enemy hero or is stunned. If he rolls over a Stone Remnant, he will travel further and faster, and stun enemies for longer."
5610,Geomagnetic Grip,Earth Spirit pulls the target Stone Remnant. Enemies struck by the gripped target will be silenced and take damage.
5611,Stone Remnant,"Call a Stone Remnant to the target location.  Stone Remnants have no vision and are invulnerable, and can be used with Earth Spirit's abilities.  Calling a Stone Remnant consumes a charge, which recharge over time."
5648,Enchant Remnant,"Earth Spirit temporarily enchants a hero, granting them the properties of a Stone Remnant. After a short duration the remnant shatters, releasing the hero and damaging nearby enemies. <br><br>Can be cast on Stone Remnants. Has a 5 second cooldown when used that way."
5612,Magnetize,"Magnetizes units in a small nearby area, causing them to take damage for a short duration. Magnetized heroes cause nearby Stone Remnants to explode, destroying the remnant and refreshing Magnetize's duration on all nearby enemies. This process can repeat multiple times. If an enemy hero is affected by Geomagnetic Grip or Boulder Smash, all magnetized heroes share the effects."
5613,Firestorm,"Calls down waves of fire that damage enemy units in the target area, burning for additional damage over time."
5614,Pit of Malice,A deadly pit is conjured at the target location; any unit that enters will be rooted. Each enemy unit within the pit are affected every %pit_interval% seconds.
5615,Atrophy Aura,"Nearby enemy units are weakened, losing a portion of their base damage. If an enemy dies while under this effect, Underlord gains temporary bonus damage."
865,Fiend's Gate,"Opens 2 portals, one next to Underlord and one in the target location up to 4000 range. Allies can channel a portal for 2 seconds to teleport to the other side."
5616,Dark Rift,"Opens a dark rift at the targeted friendly unit's or building's position.  After a short delay, Underlord and all nearby friendly heroes are teleported to that unit's location.  Dark Rift can be cancelled at anytime during the cast.  If it is cancelled in this way or the target unit dies before the spell becomes active, Dark Rift goes into cooldown."
5619,Reflection,Terrorblade brings forth an invulnerable dark reflection of all enemy heroes in a target area. Affected enemy heroes are slowed and attacked by their reflection.
5620,Conjure Image,Creates an illusion of Terrorblade that deals damage.
5621,Metamorphosis,Terrorblade transforms into a powerful demon with a ranged attack. Any of Terrorblade's illusions that are within %metamorph_aura_tooltip% range will also be transformed by Metamorphosis.
699,Demon Zeal,"Costs %health_cost_pct%%% of Terrorblade's Current HP to cast, dispelling Terrorblade and providing him +%berserk_bonus_movement_speed% Movement and +%berserk_bonus_attack_speed% Attack Speed for %duration% seconds. Provides %melee_bonus%%% more bonus while melee. Cooldown: 14. "
425,Terror Wave,"Causes a wave to travel outwards in all directions forcing enemy heroes to become feared upon impact, and grants Terrorblade Metamorphosis for %scepter_meta_duration% seconds."
5622,Sunder,"Severs the life from both Terrorblade and a target hero, exchanging a percentage of both units' current health. Some health points must remain."
5623,Icarus Dive,"Phoenix dives forward in an arc with a fixed distance in the targeted direction, dealing damage over time and slowing the movement speed of any units it comes into contact with, and then orbiting back to its original position. If Phoenix casts Supernova, the dive ends."
5625,Fire Spirits,Summons 4 fire spirits that circle around Phoenix. Each spirit can be launched independently at a targeted area of effect. Affected enemy units take damage over time and have their attack speed greatly reduced.
5626,Sun Ray,Phoenix expels a beam of light at the cost of its own health. The beam damages enemies and heals allies for a base amount plus a percentage of their health. The percentage increases as the beam continues to fire.
5630,Supernova,"The Phoenix willingly ends its current life for the chance to be reborn. Transforms into a burning sun that scorches enemies in a huge area. The sun can be destroyed by attacks from enemy Heroes. After %abilityduration% seconds the sun explodes, stunning all nearby enemies while restoring Phoenix to full health and mana with refreshed abilities.

DISPEL TYPE: Strong Dispel"
5637,Fortune's End,"CHANNELED - Gathers Oracle's power into a bolt of scouring energy that, when released, damages, roots, and purges enemies of buffs in an area around the target. If target is an ally it will only purge debuffs. The root duration is equal to the time spent channeling.

DISPEL TYPE: Basic Dispel"
5638,Fate's Edict,"Oracle enraptures a target, disarming them and granting them %magic_damage_resistance_pct_tooltip%%% magic damage resistance. Can be cast on allies and enemies."
5639,Purifying Flames,"Burns away impurities, dealing heavy magic damage to the target before causing them to regenerate health over time. The amount of health regenerated over its duration exceeds the amount of initial damage. Can be cast on enemies and allies."
5640,False Promise,"Temporarily alters an ally's destiny, delaying any healing or damage taken until False Promise ends. Any healing that is delayed by False Promise is doubled. Removes most negative status effects and disables on initial cast.

DISPEL TYPE: Strong Dispel"
5651,Arctic Burn,"Winter Wyvern soars upon an arctic wind, granting her unobstructed movement and allowing her to exhale a blistering chill into each attack. While soaring, her attacks travel further and faster, and slow enemies with a magical freeze that strips them of %percent_damage%%% of their current health each second. Her sight is also hardened against night's chill, granting her %night_vision_bonus% additional vision range at night while soaring."
5652,Splinter Blast,"Launches a ball of brittle ice toward an enemy. The ice shatters on impact, leaving the primary target completely unaffected, while hurling damaging splinters into nearby enemies in a %split_radius% radius. Enemies struck by these splinters are slowed by %movespeed_slow_tooltip%%%."
5653,Cold Embrace,"Encases an ally in an icy cocoon, freezing them solid while healing a base amount as well as a percentage of their maximum health each second. The cocoon blocks all physical damage."
5654,Winter's Curse,Winter Wyvern freezes an enemy in place while striking those nearby with a maddening curse which causes them to attack their frozen ally with increased attack speed. The frozen ally and those cursed to attack their ally are immune to all damage from their enemies with the exception of Winter Wyvern or her controlled units.
5677,Flux,"Infuses a lone enemy unit with swirling, volatile energy, slowing its movement speed and dealing damage over time. The effect is muted if another enemy unit is near the target."
5678,Magnetic Field,Generates a circular distortion field of magnetic energy that protects allied heroes and buildings within it by evading attacks coming from outside the field.
5679,Spark Wraith,"Summons a Spark Wraith that slowly materializes and patrols a targeted area until an enemy comes within its range. Once a target has been found the wraith fuses with them, dealing magical damage and slowing the unit."
5683,Tempest Double,"Briefly refocusing its fractured elements into a single form, the Arc Warden is able to create a perfect electrical duplication of itself. The duplicate can use all of Arc Warden's current items and spells, except most consumables and items that drop on death. The duplicate has separate item and ability cooldowns.  The Tempest Double gives bounty gold to enemies when killed."
5716,Boundless Strike,"Monkey King enlarges his staff and slams it against the ground, stunning enemies in a line and damaging them with a critical hit based on his attack. Has True Strike."
5721,Tree Dance,"Monkey King jumps to a tree and perches atop it. While perched, he gains the Primal Spring ability-a channeled leap attack. If Monkey King's tree is destroyed, he falls and is stunned for 4 seconds. Taking damage from player controlled units or Roshan while on the ground puts Tree Dance on cooldown."
5723,Jingu Mastery,"Monkey King's attacks awaken the Jingu Bang's power. Upon the fourth hit on the same enemy hero, Monkey King earns four charged attacks that have bonus damage and lifesteal."
5725,Wukong's Command,Monkey King creates a circular formation of soldiers that spread out from his position. If Monkey King leaves the area his soldiers disperse. The soldiers have Monkey King's attack and only target heroes. Monkey King is granted bonus armor for the spell's duration.
6339,Bramble Maze,Dark Willow creates a maze of brambles that grow in the target area after %initial_creation_delay% seconds.  Enemies that walk into a bramble are rooted and take damage over time.
6341,Shadow Realm,"Dark Willow recedes into the shadows, becoming untargetable.  Her next attack has increased attack range and deals bonus magic damage, and will end Shadow Realm. Damage scales based on how long she remains under the effects of Shadow Realm, the maximum being reached after %max_damage_duration% seconds."
6342,Cursed Crown,"Dark Willow casts an ancient fae curse on the target. After a delay, the target and nearby enemies are stunned."
6340,Bedlam,"Dark Willow's pet wisp roams around her for the duration, rapidly attacking nearby enemies.  Bedlam cannot be used while Terrorize is active."
8340,Terrorize,"Dark Willow releases her pet wisp to terrorize her enemies. After a short delay, all enemies in the target area become fearful and run toward their home fountain. Terrorize cannot be used while Bedlam is active."
6344,Swashbuckle,"Vector Targeted. Pangolier dashes along the target line, then slashes all enemies in the drawn direction with several quick swipes.

Lucky Shot has a chance to activate from this damage."
6461,Shield Crash,"Pangolier jumps in the air and slams back to the ground in front of his current position, damaging and slowing all enemies in a radius. For each enemy hero hit, he gains a percentage of incoming damage reduction for a short time.

Forward movement is maintained if Shield Crash is used while Rolling Thunder is active, and allows Rolling Thunder to clear walls or cliffs."
7307,Lucky Shot,Pangolier rolls the dice and lets fate decide the outcome for his enemies. Grants a chance to apply a Disarm and reduce armor.
8027,Roll Up,"Pangolier curls into an immobile protective ball for up to 4 seconds, gaining magic immunity and allowing him to turn. Can be cast during Rolling Thunder to temporarily hit the brakes. Can cast Rolling Thunder and Shield Crash during Roll Up. If enemies attack Pangolier during this, he will roll away from the attacker for 0.75 seconds, applying Rolling Thunder damage/stun if there are enemies in the way. Cooldown: 30"
6343,Rolling Thunder,"Pangolier curls into a spell-immune ball and rolls out. When rolling, he moves at an increased speed and can move through trees, but has a decreased ability to turn. Striking enemies knocks them back, inflicting damage and stunning them when they land. 

Colliding with walls or cliffs will cause a temporary pause while Pangolier reverses in direction.

DISPEL TYPE: Basic Dispel"
8000,Stroke of Fate,"Grimstroke paints a path of ink with his brush, damaging and slowing enemies. The damage is increased with each enemy the ink hits."
8006,Phantom's Embrace,"Summons a phantom that moves quickly towards the target, latching to it when she arrives. Once latched, the phantom damages and silences. If she survives the full latch duration she rends her victim for heavy damage and refreshes Phantom's Embrace's cooldown.

Hero attacks against the phantom count as 3 attacks each."
8007,Ink Swell,"Grimstroke shrouds an allied unit in ink, increasing its movement speed. Enemies in range of the allied unit are damaged with inky tendrils over time. After %buff_duration% seconds it triggers, applying damage and stun in an area around the unit in proportion to how long ink tendril was near any hero."
7852,Dark Portrait,"Creates an ink illusion of a target enemy hero. Illusion is spell immune, and has bonus movement speed and attack damage."
6491,Soulbind,"Binds a targeted enemy hero to its nearest allied hero within the bind radius, preventing both from moving away from each other. Any unit-targeted ability that either bound hero receives also gets cast on the other hero. If the bind is broken before the duration expires, the initial target will be bound to its nearest allied hero in the radius."
8429,Acorn Shot,"Fires Hoodwink's attack with an acorn at the target unit.  The acorn bounces to nearby targets, slowing them and dealing a percentage of Hoodwink's attack with bonus damage.
If point targeted, a tree is created at the target position and the acorn will bounce to nearby targets.  The ability may be placed on auto-cast to force this behavior."
8158,Bushwhack,"Tosses a net trap that stuns enemy heroes if they are near a tree in the area.  Affected enemies take damage and are pulled towards the tree nearest to them, and have their vision reduced to 0 for the duration of the stun."
9501,Scurry,"Hoodwink passively has a chance to evade physical attacks while near trees.  When activated, Hoodwink gains bonus movement speed, phased collision, and tree-walking for a brief time."
8107,Decoy,"Hoodwink sends a decoy illusion to the target location.  When the illusion is attacked or hit by a targeted ability, it is destroyed and it throws a lesser bushwhack towards the enemy."
